1000,"Accounting","IQ/H",1,"B174","IQ-6, Finance-4, Mathematics (Statistics)-5, Merchant-5"
1001,"Acrobatics","DX/H",1,"B174","DX-6, Aerobatics-4, Aquabatics-4"
1002,"Acting","IQ/A",1,"B174","IQ-5, Performance-2, Public Speaking-5"
1003,"Administration","IQ/A",1,"B174","Merchant-3, IQ-5"
1004,"Aerobatics","DX/H",1,"B174","DX-6, Acrobatics-4, Aquabatics-4"
1005,"Airshipman","IQ/E",1,"B185","IQ-4"
1006,"Alchemy","IQ/VH",1,"B174",
1007,"Animal Handling (@Specialty@)","IQ/A",1,"B175","IQ-5"
1008,"Animal Handling (Big Cats)","IQ/A",1,"B175","IQ-5"
1009,"Animal Handling (Dogs)","IQ/A",1,"B175","IQ-5"
1010,"Animal Handling (Equines)","IQ/A",1,"B175","IQ-5"
1011,"Animal Handling (Raptors)","IQ/A",1,"B175","IQ-5"
1012,"Anthropology (@Species@)","IQ/H",1,"B175","IQ-6, Paleontology (Paleoanthropology)-2, Sociology-3"
1013,"Aquabatics","DX/H",1,"B174","DX-6, Acrobatics-4, Aerobatics-4"
1014,"Archaeology","IQ/H",1,"B176","IQ-6"
1015,"Architecture","IQ/A",1,"B176","IQ-5, Engineer (Civil)-4"
1016,"Area Knowledge (@Barony, County, Duchy, or Small Nation@)","IQ/E",1,"B176","Geography (@Specialty@)-3"
1017,"Area Knowledge (@Barony, County, Duchy, or Small Nation@; Lived there)","IQ/E",1,"B176","IQ-4, Geography (@Specialty@)-3"
1018,"Area Knowledge (@City@)","IQ/E",1,"B176","Geography (@Specialty@)-3"
1019,"Area Knowledge (@City@; Lived there)","IQ/E",1,"B176","IQ-4, Geography (@Specialty@)-3"
1020,"Area Knowledge (@Galaxy@)","IQ/E",1,"B176","Geography (@Specialty@)-3"
1021,"Area Knowledge (@Galaxy@; Lived there)","IQ/E",1,"B176","IQ-4, Geography (@Specialty@)-3"
1022,"Area Knowledge (@Interplanetary State@)","IQ/E",1,"B176","Geography (@Specialty@)-3"
1023,"Area Knowledge (@Interplanetary State@; Lived there)","IQ/E",1,"B176","IQ-4, Geography (@Specialty@)-3"
1024,"Area Knowledge (@Large Nation@)","IQ/E",1,"B176","Geography (@Specialty@)-3"
1025,"Area Knowledge (@Large Nation@; Lived there)","IQ/E",1,"B176","IQ-4, Geography (@Specialty@)-3"
1026,"Area Knowledge (@Planet@)","IQ/E",1,"B176","Geography (@Specialty@)-3"
1027,"Area Knowledge (@Planet@; Lived there)","IQ/E",1,"B176","IQ-4, Geography (@Specialty@)-3"
1028,"Area Knowledge (@Rural Area@)","IQ/E",1,"B176","Geography (@Specialty@)-3"
1029,"Area Knowledge (@Rural Area@; Lived there)","IQ/E",1,"B176","IQ-4, Geography (@Specialty@)-3"
1030,"Area Knowledge (@Urban Neighborhood@)","IQ/E",1,"B176","Geography (@Specialty@)-3"
1031,"Area Knowledge (@Urban Neighborhood@; Lived there)","IQ/E",1,"B176","IQ-4, Geography (@Specialty@)-3"
1032,"Area Knowledge (@Village or Town@)","IQ/E",1,"B176","Geography (@Specialty@)-3"
1033,"Area Knowledge (@Village or Town@; Lived there)","IQ/E",1,"B176","IQ-4, Geography (@Specialty@)-3"
1034,"Arm Lock","A",1,"B230","Judo0"
1035,"Arm Lock","A",1,"B230","Wrestling0"
1036,"Armoury (@Armor type@)","IQ/A",1,"B178","IQ-5, Engineer (Battlesuits)-4"
1037,"Armoury (Battlesuits)","IQ/A",1,"B178","IQ-5, Engineer (Battlesuits)-4"
1038,"Armoury (Body Armor)","IQ/A",1,"B178","IQ-5, Engineer (Body Armor)-4"
1039,"Armoury (Force Shields)","IQ/A",1,"B178","IQ-5, Engineer (Force Shields)-4"
1040,"Armoury (Heavy Weapons)","IQ/A",1,"B178","IQ-5, Engineer (Heavy Weapons)-4"
1041,"Armoury (Melee Weapons)","IQ/A",1,"B178","IQ-5, Engineer (Melee Weapons)-4"
1042,"Armoury (Missile Weapons)","IQ/A",1,"B178","IQ-5, Engineer (Missile Weapons)-4"
1043,"Armoury (Small Arms)","IQ/A",1,"B178","IQ-5, Engineer (Small Arms)-4"
1044,"Armoury (Vehicular Armor)","IQ/A",1,"B178","IQ-5, Engineer (Vehicular Armor)-4"
1045,"Artillery (@Weapon type@)","IQ/A",1,"B178","IQ-5"
1046,"Artillery (Beams)","IQ/A",1,"B178","IQ-5"
1047,"Artillery (Bombs)","IQ/A",1,"B178","IQ-5"
1048,"Artillery (Cannon)","IQ/A",1,"B178","IQ-5"
1049,"Artillery (Catapult)","IQ/A",1,"B178","IQ-5"
1050,"Artillery (Guided Missile)","IQ/A",1,"B178","IQ-5"
1051,"Artillery (Torpedoes)","IQ/A",1,"B178","IQ-5"
1052,"Artist (@Art@)","IQ/H",1,"B179","IQ-6, Artist-6"
1053,"Artist (Body Art)","IQ/H",1,"B179","IQ-6, Artist (Calligraphy)-4, Artist (Drawing)-4, Artist (Illumination)-4, Artist (Painting)-4, Artist-6"
1054,"Artist (Calligraphy)","IQ/H",1,"B179","IQ-6, Artist (Drawing)-2, Artist (Illumination)-2, Artist (Painting)-2, Artist (Body Art)-4, Artist-6"
1055,"Artist (Drawing)","IQ/H",1,"B179","IQ-6, Artist (Calligraphy)-2, Artist (Illumination)-2, Artist (Painting)-2, Artist (Body Art)-4, Artist-6"
1056,"Artist (Illumination)","IQ/H",1,"B179","IQ-6, Artist (Calligraphy)-2, Artist (Drawing)-2, Artist (Painting)-2, Artist (Body Art)-4, Artist-6"
1057,"Artist (Illusion)","IQ/H",1,"B179","IQ-6, Artist-6"
1058,"Artist (Interior Decorating)","IQ/H",1,"B179","IQ-6, Architecture-3, Artist (Scene Design)-4, Artist (Woodworking)-4, Artist-6"
1059,"Artist (Painting)","IQ/H",1,"B179","IQ-6, Artist (Calligraphy)-2, Artist (Drawing)-2, Artist (Illumination)-2, Artist (Body Art)-4, Artsit-6"
1060,"Artist (Pottery)","IQ/H",1,"B179","IQ-6, Artist-6"
1061,"Artist (Scene Design)","IQ/H",1,"B179","IQ-6, Architecture-3, Artist (Interior Decorating)-4, Artist (Woodworking)-4, Artist-6"
1062,"Artist (Sculpting)","IQ/H",1,"B179","IQ-6, Artist-6"
1063,"Artist (Woodworking)","IQ/H",1,"B179","IQ-6, Carpentry-3, Artist (Interior Decorating)-4, Artist (Scene Design)-4, Artist-6"
1064,"Astronomy","IQ/H",1,"B179","IQ-6"
1065,"Autohypnosis","Will/H",1,"B179","Meditation-4"
1066,"Axe/Mace","DX/A",1,"B208","DX-5, Two-Handed Axe/Mace-3, Flail-4"
1067,"Back Kick","H",2,"B230,MA67","Karate-4"
1068,"Bartender","IQ/A",1,"B216","IQ-5, Carousing-3"
1069,"Battlesuit","DX/A",1,"B192","DX-5, Diving Suit-4, Vacc Suit-2, NBC Suit-2"
1070,"Beam Weapons (@Weapon class@)","DX/E",1,"B179","DX-4, Beam Weapons-4, Guns (Pistol)-4"
1071,"Beam Weapons (Pistol)","DX/E",1,"B179","DX-4, Beam Weapons-4, Guns (Pistol)-4"
1072,"Beam Weapons (Projector)","DX/E",1,"B179","DX-4, Beam Weapons-4"
1073,"Beam Weapons (Rifle)","DX/E",1,"B179","DX-4, Beam Weapons-4, Guns (Rifle)-4"
1074,"Bicycling","DX/E",1,"B180","DX-4, Driving (Motorcycle)-4"
1075,"Bioengineering (@Specialty@)","IQ/H",1,"B180","Biology-5, Bioengineering-4"
1076,"Bioengineering (Cloning)","IQ/H",1,"B180","Biology-5, Bioengineering-4"
1077,"Bioengineering (Genetic Engineering)","IQ/H",1,"B180","Biology-5, Bioengineering-4"
1078,"Bioengineering (Tissue Engineering)","IQ/H",1,"B180","Biology-5, Bioengineering-4"
1079,"Biology (@Specialty@)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1080,"Biology (Biochemistry)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1081,"Biology (Botany)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1082,"Biology (Earthlike)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1083,"Biology (Ecology)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1084,"Biology (Gas Giants)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1085,"Biology (Genetics)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1086,"Biology (Hostile Terrestrial)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1087,"Biology (Ice Dwarfs)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1088,"Biology (Ice Worlds)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1089,"Biology (Marine Biology)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1090,"Biology (Microbiology)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1091,"Biology (Rock Worlds)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1092,"Biology (Zoology)","IQ/VH",1,"B180","IQ-6, Naturalist-6"
1093,"Blind Fighting","Per/VH",1,"B180",
1094,"Blowpipe","DX/H",1,"B180","DX-6"
1095,"Boating (@Boat class@)","DX/A",1,"B180","DX-5, IQ-5, Boating (Motorboat)-2, Boating (Sailboat)-4, Boating (Unpowered)-4, Seamanship-4"
1096,"Boating (Large Powerboat)","DX/A",1,"B180","DX-5, IQ-5, Boating (Motorboat)-2, Boating (Sailboat)-4, Boating (Unpowered)-4, Seamanship-4"
1097,"Boating (Motorboat)","DX/A",1,"B180","DX-5, IQ-5, Boating (Large Powerboat)-2, Boating (Sailboat)-3, Boating (Unpowered)-3"
1098,"Boating (Sailboat)","DX/A",1,"B180","DX-5, IQ-5, Boating (Large Powerboat)-4, Boating (Motorboat)-3, Boating (Unpowered)-3"
1099,"Boating (Unpowered)","DX/A",1,"B180","IQ-5, DX-5, Boating (Large Powerboat)-4, Boating (Motorboat)-3, Boating (Sailboat)-3"
1100,"Body Control","HT/VH",1,"B181",
1101,"Body Language","Per/A",1,"B181","Detect Lies-4, Psychology-4"
1102,"Body Sense","DX/H",1,"B181","DX-6, Acrobatics-3"
1103,"Bolas","DX/A",1,"B181",
1104,"Bow","DX/A",1,"B182","DX-5"
1105,"Boxing","DX/A",1,"B182",
1106,"Brain Hacking","IQ/H",1,"B182",
1107,"Brainwashing","IQ/H",1,"B182",
1108,"Brawling","DX/E",1,"B182",
1109,"Breaking Blow","IQ/H",1,"B182",
1110,"Breath Control","HT/H",1,"B182",
1111,"Broadsword","DX/A",1,"B208","Force Sword-4, Rapier-4, Saber-4, Shortsword-2, Two-Handed Sword-4, DX-5"
1112,"Camouflage","IQ/E",1,"B183","IQ-4, Survival-2"
1113,"Captivate","Will/H",1,"B191",
1114,"Carousing","HT/E",1,"B183","HT-4"
1115,"Carpentry","IQ/E",1,"B183","IQ-4"
1116,"Cartography","IQ/A",1,"B183","IQ-5, Geography-2, Mathematics (Surveying)-2, Navigation-4"
1117,"Chemistry","IQ/H",1,"B183","IQ-6, Alchemy-3"
1118,"Choke Hold","H",2,"B230,MA69","Judo-2"
1119,"Choke Hold","H",2,"B230,MA69","Wrestling-3"
1120,"Climbing","DX/A",1,"B183","DX-5"
1121,"Cloak","DX/A",1,"B184","DX-5, Net-4, Shield-4"
1122,"Combat Art (@Average Skill@)","DX/A",1,"B184","@Average Skill@-3, Combat Sport (@Average Skill@)-3, DX-5"
1123,"Combat Art (@Easy Skill@)","DX/E",1,"B184","@Easy Skill@-3, Combat Sport (@Easy Skill@)-3, DX-4"
1124,"Combat Art (@Hard Skill@)","DX/H",1,"B184","@Hard Skill@-3, Combat Sport (@Hard Skill@)-3, DX-6"
1125,"Combat Sport (@Average Skill@)","DX/A",1,"B184","@Average Skill@-3, Combat Art (@Average Skill@)-3, DX-5"
1126,"Combat Sport (@Easy Skill@)","DX/E",1,"B184","@Easy Skill@-3, Combat Art (@Easy Skill@)-3, DX-4"
1127,"Combat Sport (@Hard Skill@)","DX/H",1,"B184","@Hard Skill@-3, Combat Art (@Hard Skill@)-3, DX-6"
1128,"Computer Hacking","IQ/VH",1,"B184",
1129,"Computer Operation","IQ/E",1,"B184","IQ-4"
1130,"Computer Programming","IQ/H",1,"B184",
1131,"Computer Programming (AI)","IQ/H",1,"B184",
1132,"Connoisseur (@Subject@)","IQ/A",1,"B185","IQ-5"
1133,"Connoisseur (Dance)","IQ/A",1,"B185","IQ-5"
1134,"Connoisseur (Literature)","IQ/A",1,"B185","Literature-3, Poetry-3, Writing-3, IQ-5"
1135,"Connoisseur (Music)","IQ/A",1,"B185","Group Performance (Conducting)-3, Musical Composition-3, Musical Instrument-3, IQ-5"
1136,"Connoisseur (Visual Arts)","IQ/A",1,"B185","IQ-5"
1137,"Connoisseur (Wine)","IQ/A",1,"B185","IQ-5"
1138,"Cooking","IQ/A",1,"B185","IQ-5, Housekeeping-5"
1139,"Cooking (@Specialty@)","IQ/E",1,"B185","IQ-5, Housekeeping-5"
1140,"Cooking (Baking)","IQ/E",1,"B185","IQ-5, Housekeeping-5"
1141,"Cooking (Beverage Making)","IQ/E",1,"B185","IQ-5, Housekeeping-5"
1142,"Counterfeiting","IQ/H",1,"B185","IQ-6, Forgery-2"
1143,"Criminology","IQ/A",1,"B186","IQ-5, Psychology-4"
1144,"Crossbow","DX/E",1,"B186","DX-4"
1145,"Cryptography","IQ/H",1,"B186","Mathematics (Cryptology)-5"
1146,"Cryptography (Code Design)","IQ/A",1,"B186","Mathematics (Cryptology)-5"
1147,"Cryptography (Cryptanalysis)","IQ/A",1,"B186","Mathematics (Cryptology)-5"
1148,"Current Affairs (@Subject@)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1149,"Current Affairs (Business)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1150,"Current Affairs (Headline News)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1151,"Current Affairs (High Culture)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1152,"Current Affairs (People)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1153,"Current Affairs (Politics)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1154,"Current Affairs (Popular Culture)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1155,"Current Affairs (Regional)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1156,"Current Affairs (Science &amp; Technology)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1157,"Current Affairs (Sports)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1158,"Current Affairs (Travel)","IQ/E",1,"B186","IQ-4, Research-4, Current Affairs-4"
1159,"Dancing","DX/A",1,"B187","DX-4"
1160,"Detect Lies","Per/H",1,"B187","Per-6, Body Language-4, Psychology-4"
1161,"Diagnosis","IQ/H",1,"B187","IQ-6, First Aid-8, Physician-4, Veterinary-5"
1162,"Diplomacy","IQ/H",1,"B187","IQ-6, Politics-6"
1163,"Disarming","H",2,"B230,MA70","@Unarmed or Melee Weapon Skill@0"
1164,"Disarming","H",2,"B230","Brawling0"
1165,"Disarming","H",2,"B230","Broadsword0"
1166,"Disarming","H",2,"B230","Karate0"
1167,"Disarming","H",2,"B230","Knife0"
1168,"Disarming","H",2,"B230","Shortsword0"
1169,"Disguise (@Specialty@)","IQ/A",1,"B187","IQ-5, Makeup-3"
1170,"Diving Suit","DX/A",1,"B192","DX-5, Scuba-2, Battlesuit-4, NBC Suit-4, Vacc Suit-4"
1171,"Dreaming","Will/H",1,"B188","Will-6"
1172,"Driving (@Vehicle class@)","DX/A",1,"B188","DX-5, IQ-5, Driving (Heavy Wheeled)-2, Driving-4"
1173,"Driving (Automobile)","DX/A",1,"B188","DX-5, IQ-5, Driving (Heavy Wheeled)-2, Driving-4"
1174,"Driving (Construction Equipment)","DX/A",1,"B188","DX-5, IQ-5, Driving-5"
1175,"Driving (Halftrack)","DX/A",1,"B188","IQ-5, DX-5, Driving (Tracked)-2, Driving-4"
1176,"Driving (Heavy Wheeled)","DX/A",1,"B188","DX-5, IQ-5, Driving (Automobile)-2, Driving-4"
1177,"Driving (Hovercraft)","DX/A",1,"B188","IQ-5, DX-5, Driving-5"
1178,"Driving (Locomotive)","DX/A",1,"B188","DX-5, IQ-5, Driving-5"
1179,"Driving (Mecha)","DX/A",1,"B188","IQ-5, DX-5, Battlesuit-3, Driving-5"
1180,"Driving (Motorcycle)","DX/A",1,"B188","DX-5, IQ-5, Bicycling-4"
1181,"Driving (Tracked)","DX/A",1,"B188","DX-5, IQ-5, Driving (Halftrack)-2, Driving-4"
1182,"Dropping","DX/A",1,"B189","DX-3, Throwing-4"
1183,"Dual-Weapon Attack","H",2,"B230,MA83","Broadsword-4"
1184,"Dual-Weapon Attack","H",2,"B230,MA83","Guns (Pistol)-4"
1185,"Dual-Weapon Attack","H",2,"B230,MA83","Knife-4"
1186,"Dual-Weapon Attack","H",2,"B230,MA83","Shortsword-4"
1187,"Economics","IQ/H",1,"B189","IQ-6, Finance-3, Market Analysis-5, Merchant-6"
1188,"Elbow Strike","A",1,"B230,MA71","Brawling-2"
1189,"Elbow Strike","A",1,"B230,MA71","Karate-2"
1190,"Electrician","IQ/A",1,"B189","IQ-5, Engineer (Electrical)-3"
1191,"Electronics Operation (@Electronics type@)","IQ/A",1,"B189","IQ-5, Electronics Operation-4, Electronics Repair (Communications)-5, Engineer (Electronics)-5"
1192,"Electronics Operation (Communications)","IQ/A",1,"B189","IQ-5, Electronics Operation-4, Electronics Repair (Communications)-5, Engineer (Electronics)-5"
1193,"Electronics Operation (Electronic Warfare)","IQ/A",1,"B189","IQ-5, Electronics Repair (Electronic Warfare)-5, Engineer (Electronics)-5, Electronics Operation-4"
1194,"Electronics Operation (Force Shields)","IQ/A",1,"B189","IQ-5, Electronics Repair (Force Shields)-5, Engineer (Electronics)-5, Electronics Operation-4"
1195,"Electronics Operation (Matter Transmitters)","IQ/A",1,"B189","IQ-5, Electronics Repair (Matter Transmitters)-5, Engineer (Electronics)-5, Electronics Operation-4"
1196,"Electronics Operation (Media)","IQ/A",1,"B189","IQ-5, Electronics Repair (Media)-5, Engineer (Electronics)-5, Electronics Operation-4"
1197,"Electronics Operation (Medical)","IQ/A",1,"B189","IQ-5, Electronics Repair (Medical)-5, Engineer (Electronics)-5, Electronics Operation-4"
1198,"Electronics Operation (Parachronic)","IQ/A",1,"B189","IQ-5, Electronics Repair (Parachronic)-5, Engineer (Electronics)-5, Electronics Operation-4"
1199,"Electronics Operation (Psychotronics)","IQ/A",1,"B189","IQ-5, Electronics Repair (Psychotronics)-5, Engineer (Electronics)-5, Electronics Operation-4"
1200,"Electronics Operation (Scientific)","IQ/A",1,"B189","IQ-5, Electronics Repair (Scientific)-5, Engineer (Electronics)-5, Electronics Operation-4"
1201,"Electronics Operation (Security)","IQ/A",1,"B189","IQ-5, Electronics Operation (Security)-5, Engineer (Electronics)-5, Electronics Operation-4"
1202,"Electronics Operation (Sensors)","IQ/A",1,"B189","IQ-5, Electronics Repair (Sensors)-5, Engineer (Electronics)-5, Electronics Operation-4"
1203,"Electronics Operation (Sonar)","IQ/A",1,"B189","IQ-5, Electronics Repair (Sonar)-5, Engineer (Electronics)-5, Electronics Operation-4"
1204,"Electronics Operation (Surveillance)","IQ/A",1,"B189","IQ-5, Electronics Repair (Surveillance)-5, Engineer (Electronics)-5, Electronics Operation-4"
1205,"Electronics Operation (Temporal)","IQ/A",1,"B189","IQ-5, Electronics Repair (Temporal)-5, Engineer (Electronics)-5, Electronics Operation-4"
1206,"Electronics Repair (@Electronics type@)","IQ/A",1,"B190","IQ-5, Electronics Operation (Communications)-3, Engineer (Electronics)-3, Electronics Repair-4"
1207,"Electronics Repair (Communications)","IQ/A",1,"B190","IQ-5, Electronics Operation (Communications)-3, Engineer (Electronics)-3, Electronics Repair-4"
1208,"Electronics Repair (Computer)","IQ/A",1,"B190","IQ-5, Computer Operation-3, Engineer (Electronics)-3, Electronics Repair-4"
1209,"Electronics Repair (Electronic Warfare)","IQ/A",1,"B190","IQ-5, Electronics Operation (Electronic Warfare)-3, Engineer (Electronics)-3, Electronics Repair-4"
1210,"Electronics Repair (Force Shields)","IQ/A",1,"B190","IQ-5, Electronics Operation (Force Shields)-3, Engineer (Electronics)-3, Electronics Repair-4"
1211,"Electronics Repair (Matter Transmitters)","IQ/A",1,"B190","IQ-5, Electronics Operation (Matter Transmitters)-3, Engineer (Electronics)-3, Electronics Repair-4"
1212,"Electronics Repair (Media)","IQ/A",1,"B190","IQ-5, Electronics Operation (Media)-3, Engineer (Electronics)-3, Electronics Repair-4"
1213,"Electronics Repair (Medical)","IQ/A",1,"B190","IQ-5, Electronics Operation (Medical)-3, Engineer (Electronics)-3, Electronics Repair-4"
1214,"Electronics Repair (Parachronic)","IQ/A",1,"B190","IQ-5, Electronics Operation (Parachronic)-3, Engineer (Electronics)-3, Electronics Repair-4"
1215,"Electronics Repair (Psychotronics)","IQ/A",1,"B190","IQ-5, Electronics Operation (Psychotronics)-3, Engineer (Electronics)-3, Electronics Repair-4"
1216,"Electronics Repair (Scientific)","IQ/A",1,"B190","IQ-5, Electronics Operation (Scientific)-3, Engineer (Electronics)-3, Electronics Repair-4"
1217,"Electronics Repair (Security)","IQ/A",1,"B190","IQ-5, Electronics Operation (Security)-3, Engineer (Electronics)-3, Electronics Repair-4"
1218,"Electronics Repair (Sensors)","IQ/A",1,"B190","IQ-5, Electronics Operation (Sensors)-3, Engineer (Electronics)-3, Electronics Repair-4"
1219,"Electronics Repair (Sonar)","IQ/A",1,"B190","IQ-5, Electronics Operation (Sonar)-3, Engineer (Electronics)-3, Electronics Repair-4"
1220,"Electronics Repair (Surveillance)","IQ/A",1,"B190","IQ-5, Electronics Operation (Surveillance)-3, Engineer (Electronics)-3, Electronics Repair-4"
1221,"Electronics Repair (Temporal)","IQ/A",1,"B190","IQ-5, Electronics Operation (Temporal)-3, Engineer (Electronics)-3, Electronics Repair-4"
1222,"Engineer (@Field of expertise@)","IQ/H",1,"B190","Armoury (Heavy Weapons)-6"
1223,"Engineer (Artillery)","IQ/H",1,"B190","Armoury (Heavy Weapons)-6"
1224,"Engineer (Automobiles)","IQ/H",1,"B190","Mechanic (Automobiles)-6"
1225,"Engineer (Civil)","IQ/H",1,"B190","Architecture-6"
